processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBSP13335-19	KJ819962	10193623			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13342-19	KJ819973	10193630			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13379-19	LC100046	10193667			Mined from GenBank, NCBI		BOLD:ADW1093	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938998	Pseudoacanthocephalus toshimai																																	Japan													
GBSP13400-19	LC100067	10193688			Mined from GenBank, NCBI		BOLD:ADW1089	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938997	Pseudoacanthocephalus lucidus																																	Japan													
GBSP13404-19	LC377776	10193692			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			938553	Bolbosoma	939042	Bolbosoma sp. KMC																																	Japan													
GBSP13448-19	LN994920	10193736			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Poland													
GBSP13453-19	LN994925	10193741			Mined from GenBank, NCBI		BOLD:ADW4985	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Italy													
GBSP13456-19	LN994928	10193744			Mined from GenBank, NCBI		BOLD:ADW4985	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Italy													
GBSP13462-19	LN994934	10193750			Mined from GenBank, NCBI		BOLD:ADX0340	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Italy													
GBSP13465-19	LN994937	10193753			Mined from GenBank, NCBI		BOLD:ADX0340	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Italy													
GBSP13468-19	LN994940	10193756			Mined from GenBank, NCBI		BOLD:ADX0337	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Russia													
GBSP13482-19	LN994954	10193770			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												France													
GBSP13540-19	MF497335	10193828			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939057	Corynosoma australe																																	Brazil													
GBSP13600-19	MK133340	10193888			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus																																	Bosnia and Herzegovina													
GBSP16814-19	LC465319	10887975		LC465319	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939060	Corynosoma strumosum																																	Japan													
GBSP16851-19	LC465356	10888012		LC465356	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			939023	Andracantha	939024	Andracantha phalacrocoracis																																	Japan													
GBSP16860-19	LC465365	10888021		LC465365	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939060	Corynosoma strumosum																																	Japan													
GBSP16878-19	LC465383	10888039		LC465383	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939062	Corynosoma villosum																																	Japan													
GBSP3364-11	AM039868	2353354	AM039868	AM039868	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			24843	Acanthocephalus	24844	Acanthocephalus lucii					(Müller, 1776)																												Finland		Niemisjarvi											
GBSP5066-13	KC549452	3417079		KC549452	Mined from GenBank, NCBI		BOLD:ACG5913	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus	535657	Polymorphus brevis																	A						Isolate:372	IsolationSource:Botaurus lentiginosus	30.5603	-115.942							Mexico		Bahia San Quintin, BCN.											
GBSP5085-13	KC549471	3417098		KC549471	Mined from GenBank, NCBI		BOLD:ACG5913	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus	535657	Polymorphus brevis																	A						Isolate:376	IsolationSource:Nycticorax nycticorax	19.9667	-101.133							Mexico		Lago Cuitzeo, Michoacan.											
GBSP5945-13	EF051070	3572985	EF051070	EF051070	Mined from GenBank, NCBI		BOLD:AAF1749	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Czech Republic													
GBSP8624-13	JN830833	3634530	JN830833	JN830833	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
GBSP8649-13	JN830808	3634555	JN830808	JN830808	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
PACDE010-18	A-Klo-02	8539932		A-Klo-02	University of Duisburg-Essen		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular																			in Echinogammarus berilloni	Cystacanth	51.6623	8.23108							Germany		Klostermersch, Lippstadt	Rhine (Lippe)										
PACDE011-18	A-Klo-03	8539933		A-Klo-03	University of Duisburg-Essen		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular																			in Echinogammarus berilloni	Cystacanth	51.6623	8.23108							Germany		Klostermersch, Lippstadt	Rhine (Lippe)										
PACDE021-18	A-Sil-03	8539943		A-Sil-03	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Dana Shilton													in Gammarus fossarum type B	Cystacanth	51.6592	7.17332							Germany		Marl	Rhine (Lippe)	Silvertbach									
PACDE035-18	A-Haa-01	8539957		A-Haa-01	University of Duisburg-Essen		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik													in Gammarus pulex clade C	Cystacanth	51.5626	6.95572							Germany		Gladbeck	Rhine (Emscher)	Haarbach									
PACDE050-18	A-Ost-02	8539972		A-Ost-02	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik													in Gammarus fossarum type B	Cystacanth	51.5311	7.25243							Germany		Herne	Rhine (Emscher)	Ostbach									
PACDE051-18	A-Ost-03	8539973		A-Ost-03	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik													in Gammarus fossarum type B	Cystacanth	51.5311	7.25243							Germany		Herne	Rhine (Emscher)	Ostbach									
PACDE076-18	A-Rum-10	8539998		A-Rum-10	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4247	6.90689							Germany		Muelheim an der Ruhr	Rhine (Ruhr)	Rumbach									
PACDE086-18	A-Rum-28	8540008		A-Rum-28	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4247	6.90689							Germany		Muelheim an der Ruhr	Rhine (Ruhr)	Rumbach									
PACDE101-18	F3-2	8540023		F3-2	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE118-18	3-6	8540040		3-6	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth	49.026	8.31045							Germany		Karlsruhe	Rhine	Knielinger See									
PACDE131-18	c82	8540053		c82	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth	49.026	8.31045							Germany		Karlsruhe	Rhine	Knielinger See									
PACDE136-18	V1	8540058		V1	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth	49.026	8.31045							Germany		Karlsruhe	Rhine	Knielinger See									
PACDE146-18	Tom3	8540068		Tom3	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus sp.	Cystacanth	48.6992	7.94347							Germany		Rheinau-Freistett	Rhine	Rheinseitengraben									
PACDE156-18	Fra38	8540078		Fra38	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE166-18	Fra84	8540088		Fra84	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE169-18	Fra89	8540091		Fra89	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE170-18	Fra90	8540092		Fra90	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
ACANT039-18	G1-1	9495108		G1-1	Naturhistorisches Museum Wien		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis			Susanne Reier	morphology	Zoega, 1776		vouchered:registered collection			S. Reier							immature		S			host: Alburnoides bipunctatus											Austria	Styria	Sulm	Gleinstaetten										
AZSDS035-18	46COI	8968356		46COI	University of Arizona			20	Arthropoda	82	Insecta	133	Hemiptera	87528	Coreidae	87529	Coreinae	376206	Acanthocephala					Julia R Wieland																														United States													
BBHMA744-12	BIOUG02211-G08	2521310	BIOUG02211-G08	L#11BIOBUS-1836	Centre for Biodiversity Genomics		BOLD:AAG8863	20	Arthropoda	82	Insecta	133	Hemiptera	87528	Coreidae	87529	Coreinae	376206	Acanthocephala					Angela Telfer	BIN Taxonomy Match			Vouchered:Registered Collection			BioBus 2011							A		S				Gentery Creek Park	Hand Collecting| Sunny clear day	35.495	-95.67	GPS						United States	Oklahoma		Gentery Creek Park	by lake Eufala									
GBMHH3639-14	JX202545	5169348		JX202545	Mined from GenBank, NCBI		BOLD:ACS8776	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	657219	Pseudocorynosoma constrictum																	Adult					ex: Anas crecca																								
GBMHH3659-14	JX202531	5169368		JX202531	Mined from GenBank, NCBI		BOLD:ACS8776	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	657219	Pseudocorynosoma constrictum																	Cystacanth					ex: Hyalella azteca																								
GBMHH5983-14	KF835282	5171692		KF835282	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																								isolate: AN2																						
GBMHH5985-14	KF835284	5171694		KF835284	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																								isolate: AN4																						
GBMHH6001-14	KF835300	5171710		KF835300	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																								isolate: FL1																						
GBMIN135076-18	KT881246	8736276		KT881246	Mined from GenBank, NCBI		BOLD:AAX6116	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25307	Macracanthorhynchus	25308	Macracanthorhynchus ingens					Linstow, 1879																												United States	Florida	Miami-Dade County											
GBMIN135077-18	KT881247	8736277		KT881247	Mined from GenBank, NCBI		BOLD:AAX6116	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25307	Macracanthorhynchus	25308	Macracanthorhynchus ingens					Linstow, 1879																												United States	Florida	Miami-Dade County											
GBMIN135101-18	LN994863	8736301		LN994863	Mined from GenBank, NCBI		BOLD:AAF1749	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Czech Republic		Ponto-Caspian Europe	Rokytna	Vemyslice									
GBMIN135116-18	LN994871	8736316		LN994871	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Romania		Somes	Nasaud										
GBMIN135128-18	KX702249	8736328		KX702249	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Curinanco											
GBMIN135140-18	KU928256	8736340		KU928256	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Uruguay	Rocha	Arachania											
GBMIN135156-18	KX702242	8736356		KX702242	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Curinanco											
